run_id,timestamp_utc,dataset_seed,dataset,arm,ansatz_level,dilution,rff_width,seed,lr,lr_grid,in_selection,val_accuracy,test_accuracy,train_accuracy,best_epoch,epochs_run,theta_displacement,wall_seconds
a7_20260821T203314Z,2026-08-21T20:34:02+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,linear,,1,0.001,0.001 0.003 0.01 0.03,True,0.735,0.7425,0.761904776096344,221,251,0.0,5.83015593199525
a7_20260821T203314Z,2026-08-21T20:34:04+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,linear,,1,0.003,0.001 0.003 0.01 0.03,True,0.7383333333333333,0.7441666666666666,0.7635714411735535,104,134,0.0,2.3487330460338853
a7_20260821T203314Z,2026-08-21T20:34:05+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,linear,,1,0.01,0.001 0.003 0.01 0.03,True,0.74,0.7475,0.7652381062507629,35,65,0.0,1.1407262529828586
a7_20260821T203314Z,2026-08-21T20:34:06+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,linear,,1,0.03,0.001 0.003 0.01 0.03,True,0.74,0.745,0.7595238089561462,34,64,0.0,1.118919091008138
a7_20260821T203314Z,2026-08-21T20:34:08+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,h2,,1,0.001,0.001 0.003 0.01 0.03,True,0.7366666666666667,0.74,0.7614285945892334,51,81,0.0,1.9274702370166779
a7_20260821T203314Z,2026-08-21T20:34:13+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,h2,,1,0.003,0.001 0.003 0.01 0.03,True,0.7916666666666666,0.7883333333333333,0.8038095235824585,164,194,0.0,4.615781633008737
a7_20260821T203314Z,2026-08-21T20:34:15+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,h2,,1,0.01,0.001 0.003 0.01 0.03,True,0.7966666666666666,0.8041666666666667,0.8188095092773438,83,113,0.0,2.6975749579723924
a7_20260821T203314Z,2026-08-21T20:34:17+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,h2,,1,0.03,0.001 0.003 0.01 0.03,True,0.795,0.7991666666666667,0.8161904811859131,38,68,0.0,1.6181981709669344
a7_20260821T203314Z,2026-08-21T20:34:19+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,h4,,1,0.001,0.001 0.003 0.01 0.03,True,0.7383333333333333,0.75,0.7685714364051819,71,101,0.0,2.4176141700008884
a7_20260821T203314Z,2026-08-21T20:34:21+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,h4,,1,0.003,0.001 0.003 0.01 0.03,True,0.7383333333333333,0.7466666666666667,0.7666666507720947,46,76,0.0,1.8226196090108715
a7_20260821T203314Z,2026-08-21T20:34:26+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,h4,,1,0.01,0.001 0.003 0.01 0.03,True,0.81,0.7933333333333333,0.8176190257072449,180,210,0.0,5.010424180014525
a7_20260821T203314Z,2026-08-21T20:34:29+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,h4,,1,0.03,0.001 0.003 0.01 0.03,True,0.8,0.8041666666666667,0.8199999928474426,89,119,0.0,2.847391867020633
a7_20260821T203314Z,2026-08-21T20:34:37+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,h42,,1,0.001,0.001 0.003 0.01 0.03,True,0.8233333333333334,0.7975,0.8390476107597351,295,300,0.0,7.387986154004466
a7_20260821T203314Z,2026-08-21T20:34:40+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,h42,,1,0.003,0.001 0.003 0.01 0.03,True,0.8216666666666667,0.805,0.8380952477455139,116,146,0.0,3.59138942201389
a7_20260821T203314Z,2026-08-21T20:34:46+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,h42,,1,0.01,0.001 0.003 0.01 0.03,True,0.8766666666666667,0.8775,0.8966666460037231,214,244,0.0,6.025257792964112
a7_20260821T203314Z,2026-08-21T20:34:51+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B,L1,h42,,1,0.03,0.001 0.003 0.01 0.03,True,0.87,0.865,0.9061904549598694,148,178,0.0,4.380050381005276
