run_id,timestamp_utc,dataset_seed,dataset,arm,ansatz_level,dilution,rff_width,seed,lr,lr_grid,in_selection,val_accuracy,test_accuracy,train_accuracy,best_epoch,epochs_run,theta_displacement,wall_seconds
a7_20260821T203211Z,2026-08-21T20:43:20+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,linear,,1,0.01,0.001 0.003 0.01 0.03 0.1,False,0.74,0.7583333333333333,0.7483333349227905,21,51,0.0,0.9247581269955845
a7_20260821T203211Z,2026-08-21T20:43:21+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,linear,,1,0.03,0.001 0.003 0.01 0.03 0.1,False,0.7433333333333333,0.765,0.7580952644348145,13,43,0.0,0.7783095790000516
a7_20260821T203211Z,2026-08-21T20:43:22+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,linear,,1,0.1,0.001 0.003 0.01 0.03 0.1,False,0.75,0.7658333333333334,0.760952353477478,10,40,0.0,0.7344727119998424
a7_20260821T203211Z,2026-08-21T20:43:24+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h2,,1,0.001,0.001 0.003 0.01 0.03 0.1,False,0.74,0.755,0.744523823261261,41,71,0.0,1.7250041760053136
a7_20260821T203211Z,2026-08-21T20:43:24+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h2,,1,0.003,0.001 0.003 0.01 0.03 0.1,False,0.7433333333333333,0.7583333333333333,0.7561904788017273,7,37,0.0,0.8994325269959518
a7_20260821T203211Z,2026-08-21T20:43:25+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h2,,1,0.01,0.001 0.003 0.01 0.03 0.1,False,0.7516666666666667,0.765,0.7599999904632568,10,40,0.0,0.9748371850000694
a7_20260821T203211Z,2026-08-21T20:43:26+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h2,,1,0.03,0.001 0.003 0.01 0.03 0.1,False,0.7566666666666667,0.7783333333333333,0.7723809480667114,6,36,0.0,0.8889776529977098
a7_20260821T203211Z,2026-08-21T20:43:28+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h2,,1,0.1,0.001 0.003 0.01 0.03 0.1,False,0.7933333333333333,0.8008333333333333,0.8014285564422607,43,73,0.0,1.7863531289985985
a7_20260821T203211Z,2026-08-21T20:43:29+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h4,,1,0.001,0.001 0.003 0.01 0.03 0.1,False,0.7533333333333333,0.7608333333333334,0.7621428370475769,5,35,0.0,0.8531292660045438
a7_20260821T203211Z,2026-08-21T20:43:30+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h4,,1,0.003,0.001 0.003 0.01 0.03 0.1,False,0.7583333333333333,0.7675,0.7664285898208618,2,32,0.0,0.7892198560002726
a7_20260821T203211Z,2026-08-21T20:43:35+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h4,,1,0.01,0.001 0.003 0.01 0.03 0.1,False,0.8883333333333333,0.8733333333333333,0.8797619342803955,192,222,0.0,5.5194337610009825
a7_20260821T203211Z,2026-08-21T20:43:41+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h4,,1,0.03,0.001 0.003 0.01 0.03 0.1,False,0.9566666666666667,0.9433333333333334,0.9492856860160828,208,238,0.0,5.7977701620038715
a7_20260821T203211Z,2026-08-21T20:43:43+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h4,,1,0.1,0.001 0.003 0.01 0.03 0.1,False,0.9516666666666667,0.9333333333333333,0.9361904859542847,37,67,0.0,1.6345918440056266
a7_20260821T203211Z,2026-08-21T20:43:47+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h42,,1,0.001,0.001 0.003 0.01 0.03 0.1,False,0.8816666666666667,0.885,0.8907142877578735,155,185,0.0,4.634483148001891
a7_20260821T203211Z,2026-08-21T20:43:52+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h42,,1,0.003,0.001 0.003 0.01 0.03 0.1,False,0.975,0.975,0.9828571677207947,164,194,0.0,4.872464742999
a7_20260821T203211Z,2026-08-21T20:43:55+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h42,,1,0.01,0.001 0.003 0.01 0.03 0.1,False,0.98,0.9783333333333334,0.9864285588264465,91,121,0.0,3.0789301530021476
a7_20260821T203211Z,2026-08-21T20:43:58+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h42,,1,0.03,0.001 0.003 0.01 0.03 0.1,False,0.9816666666666667,0.9766666666666667,0.9861904978752136,67,97,0.0,2.503942271003325
a7_20260821T203211Z,2026-08-21T20:44:00+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,E,,h42,,1,0.1,0.001 0.003 0.01 0.03 0.1,False,0.98,0.9733333333333334,0.9809523820877075,49,79,0.0,1.9921322070003953
a7_20260821T203211Z,2026-08-21T20:43:28+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,linear,,1,0.001,0.001 0.003 0.01 0.03,True,0.7316666666666667,0.7091666666666666,0.7028571367263794,288,300,0.0,5.242450268997345
a7_20260821T203211Z,2026-08-21T20:43:32+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,linear,,1,0.003,0.001 0.003 0.01 0.03,True,0.745,0.7133333333333334,0.7133333086967468,188,218,0.0,3.7992435519990977
a7_20260821T203211Z,2026-08-21T20:43:33+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,linear,,1,0.01,0.001 0.003 0.01 0.03,True,0.7483333333333333,0.715,0.7135714292526245,55,85,0.0,1.4834728869973333
a7_20260821T203211Z,2026-08-21T20:43:34+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,linear,,1,0.03,0.001 0.003 0.01 0.03,True,0.7433333333333333,0.72,0.7157142758369446,25,55,0.0,0.96340962999966
a7_20260821T203211Z,2026-08-21T20:43:37+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,h2,,1,0.001,0.001 0.003 0.01 0.03,True,0.7433333333333333,0.715,0.7130952477455139,88,118,0.0,2.7899213659984525
a7_20260821T203211Z,2026-08-21T20:43:38+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,h2,,1,0.003,0.001 0.003 0.01 0.03,True,0.7483333333333333,0.7133333333333334,0.7123809456825256,28,58,0.0,1.3713746770008584
a7_20260821T203211Z,2026-08-21T20:43:39+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,h2,,1,0.01,0.001 0.003 0.01 0.03,True,0.7466666666666667,0.7141666666666666,0.7149999737739563,9,39,0.0,0.9233347489935113
a7_20260821T203211Z,2026-08-21T20:43:41+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,h2,,1,0.03,0.001 0.003 0.01 0.03,True,0.76,0.7533333333333333,0.7492856979370117,56,86,0.0,2.0246797789950506
a7_20260821T203211Z,2026-08-21T20:43:46+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,h4,,1,0.001,0.001 0.003 0.01 0.03,True,0.7633333333333333,0.7458333333333333,0.7473809719085693,172,202,0.0,4.784113168003387
a7_20260821T203211Z,2026-08-21T20:43:48+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,h4,,1,0.003,0.001 0.003 0.01 0.03,True,0.76,0.7441666666666666,0.7419047355651855,45,75,0.0,1.773021756001981
a7_20260821T203211Z,2026-08-21T20:43:49+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,h4,,1,0.01,0.001 0.003 0.01 0.03,True,0.7366666666666667,0.7258333333333333,0.7185714244842529,8,38,0.0,0.9013852790012606
a7_20260821T203211Z,2026-08-21T20:43:51+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,h4,,1,0.03,0.001 0.003 0.01 0.03,True,0.7666666666666667,0.7533333333333333,0.7483333349227905,81,111,0.0,2.6354078829972423
a7_20260821T203211Z,2026-08-21T20:43:56+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,h42,,1,0.001,0.001 0.003 0.01 0.03,True,0.7683333333333333,0.7675,0.7614285945892334,152,182,0.0,4.425244373000169
a7_20260821T203211Z,2026-08-21T20:43:57+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,h42,,1,0.003,0.001 0.003 0.01 0.03,True,0.765,0.7616666666666667,0.7607142925262451,35,65,0.0,1.5817775430041365
a7_20260821T203211Z,2026-08-21T20:43:59+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,h42,,1,0.01,0.001 0.003 0.01 0.03,True,0.77,0.7633333333333333,0.7519047856330872,20,50,0.0,1.210716549998324
a7_20260821T203211Z,2026-08-21T20:44:00+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L2,h42,,1,0.03,0.001 0.003 0.01 0.03,True,0.7716666666666666,0.77,0.7688094973564148,25,55,0.0,1.3357799660007004
a7_20260821T203211Z,2026-08-21T20:44:03+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L2,h2,,1,0.001,0.001 0.003 0.01 0.03,True,0.7583333333333333,0.7833333333333333,0.7676190733909607,13,43,0.37706542015075684,688.5777978900005
a7_20260821T203211Z,2026-08-21T20:44:00+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,D_best,,linear,32,1,0.001,0.001 0.003 0.01 0.03,False,0.7833333333333333,0.7941666666666667,0.7952380776405334,294,300,0.0,5.3835968260027585
a7_20260821T203211Z,2026-08-21T20:44:01+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,D_best,,linear,32,1,0.003,0.001 0.003 0.01 0.03,False,0.7816666666666666,0.805,0.8026190400123596,57,87,0.0,1.5623648639957537
a7_20260821T203211Z,2026-08-21T20:44:03+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,D_best,,linear,32,1,0.01,0.001 0.003 0.01 0.03,False,0.7933333333333333,0.8108333333333333,0.8123809695243835,56,86,0.0,1.545025841005554
a7_20260821T203211Z,2026-08-21T20:44:04+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,D_best,,linear,32,1,0.03,0.001 0.003 0.01 0.03,False,0.7983333333333333,0.8066666666666666,0.8123809695243835,25,55,0.0,0.9968629709983361
a7_20260821T203211Z,2026-08-21T20:44:00+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,D_best,,linear,128,1,0.001,0.001 0.003 0.01 0.03,False,0.7716666666666666,0.7725,0.7652381062507629,1,31,0.0,0.5991326939983992
a7_20260821T203211Z,2026-08-21T20:44:02+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,D_best,,linear,128,1,0.003,0.001 0.003 0.01 0.03,False,0.8016666666666666,0.8116666666666666,0.8154761791229248,56,86,0.0,1.6570710509986384
a7_20260821T203211Z,2026-08-21T20:44:05+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,D_best,,linear,128,1,0.01,0.001 0.003 0.01 0.03,False,0.8183333333333334,0.8283333333333334,0.8280952572822571,109,139,0.0,2.6550683489986113
a7_20260821T203211Z,2026-08-21T20:44:06+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,D_best,,linear,128,1,0.03,0.001 0.003 0.01 0.03,False,0.8266666666666667,0.8216666666666667,0.8319047689437866,29,59,0.0,1.1405015620039194
a7_20260821T203211Z,2026-08-21T20:44:10+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L2,linear,,1,0.03,0.001 0.003 0.01 0.03,True,0.8033333333333333,0.8183333333333334,0.8238095045089722,14,44,0.9532212615013123,695.7871214870029
a7_20260821T203211Z,2026-08-21T20:44:04+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,D_best,,linear,512,1,0.001,0.001 0.003 0.01 0.03,False,0.8133333333333334,0.8141666666666667,0.8185714483261108,130,160,0.0,3.5696593100001337
a7_20260821T203211Z,2026-08-21T20:44:07+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,D_best,,linear,512,1,0.003,0.001 0.003 0.01 0.03,False,0.825,0.8233333333333334,0.8302381038665771,79,109,0.0,3.7924516040002345
a7_20260821T203211Z,2026-08-21T20:44:11+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,D_best,,linear,512,1,0.01,0.001 0.003 0.01 0.03,False,0.835,0.8266666666666667,0.8361904621124268,99,129,0.0,3.5826340679996065
a7_20260821T203211Z,2026-08-21T20:44:12+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,D_best,,linear,512,1,0.03,0.001 0.003 0.01 0.03,False,0.8266666666666667,0.8175,0.822857141494751,33,63,0.0,1.5082030910052708
a7_20260821T203211Z,2026-08-21T20:48:47+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L1,h2,,1,0.03,0.001 0.003 0.01 0.03,True,0.8366666666666667,0.8358333333333333,0.8373809456825256,33,63,1.0236822366714478,972.5861861569938
a7_20260821T203211Z,2026-08-21T20:49:03+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L2,h2,,1,0.03,0.001 0.003 0.01 0.03,True,0.82,0.8191666666666667,0.8178571462631226,33,63,0.8128223419189453,988.1313102470012
a7_20260821T203211Z,2026-08-21T20:49:33+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L1,h2,,1,0.01,0.001 0.003 0.01 0.03,True,0.8116666666666666,0.8125,0.8102381229400635,37,67,0.7820130586624146,1018.2413302450004
a7_20260821T203211Z,2026-08-21T20:51:23+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L2,linear,,1,0.01,0.001 0.003 0.01 0.03,True,0.8133333333333334,0.8291666666666667,0.8280952572822571,43,73,0.8251817226409912,1128.9542319110042
a7_20260821T203211Z,2026-08-21T20:51:24+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L2,h2,,1,0.003,0.001 0.003 0.01 0.03,True,0.8066666666666666,0.8216666666666667,0.8178571462631226,43,73,0.6305723786354065,1129.2408973170022
a7_20260821T203211Z,2026-08-21T20:51:25+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L2,h4,,1,0.003,0.001 0.003 0.01 0.03,True,0.8133333333333334,0.8225,0.8157142996788025,43,73,0.5629129409790039,1130.7862466809966
a7_20260821T203211Z,2026-08-21T20:51:37+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L1,linear,,1,0.003,0.001 0.003 0.01 0.03,True,0.765,0.7933333333333333,0.7850000262260437,43,73,0.8319782614707947,1142.734985432995
a7_20260821T203211Z,2026-08-21T20:53:27+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L1,h2,,2,0.001,0.001 0.003 0.01 0.03,True,0.76,0.7808333333333334,0.7838095426559448,6,36,0.21824799478054047,554.9118947820025
a7_20260821T203211Z,2026-08-21T20:53:47+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L1,linear,,2,0.001,0.001 0.003 0.01 0.03,True,0.765,0.7691666666666667,0.7735714316368103,7,37,0.21182309091091156,584.3358334799996
a7_20260821T203211Z,2026-08-21T20:53:54+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L2,h42,,1,0.03,0.001 0.003 0.01 0.03,True,0.9716666666666667,0.9658333333333333,0.9750000238418579,49,79,1.1519712209701538,1216.8315131140043
a7_20260821T203211Z,2026-08-21T20:54:06+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L2,h2,,1,0.01,0.001 0.003 0.01 0.03,True,0.8233333333333334,0.8183333333333334,0.8216666579246521,55,85,0.7526293396949768,1291.5272595959977
a7_20260821T203211Z,2026-08-21T20:54:48+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L1,linear,,1,0.001,0.001 0.003 0.01 0.03,True,0.75,0.78,0.7688094973564148,57,87,0.761138379573822,1334.0305207899946
a7_20260821T203211Z,2026-08-21T20:55:00+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,A,L1,linear,,1,0.03,0.001 0.003 0.01 0.03,True,0.82,0.83,0.8297619223594666,57,87,0.8602793216705322,1345.943690387001
a7_20260821T203211Z,2026-08-21T20:55:06+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L1,linear,,2,0.001,0.001 0.003 0.01 0.03,True,0.665,0.6725,0.6702380776405334,239,269,0.0,4.656897767999908
a7_20260821T203211Z,2026-08-21T20:55:09+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L1,linear,,2,0.003,0.001 0.003 0.01 0.03,True,0.6683333333333333,0.6708333333333333,0.6792857050895691,153,183,0.0,3.17057573999773
a7_20260821T203211Z,2026-08-21T20:55:10+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L1,linear,,2,0.01,0.001 0.003 0.01 0.03,True,0.6716666666666666,0.6741666666666667,0.6745238304138184,37,67,0.0,1.159551388998807
a7_20260821T203211Z,2026-08-21T20:55:12+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L1,linear,,2,0.03,0.001 0.003 0.01 0.03,True,0.68,0.67,0.6800000071525574,55,85,0.0,1.5036690499982797
a7_20260821T203211Z,2026-08-21T20:55:15+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L1,h2,,2,0.001,0.001 0.003 0.01 0.03,True,0.67,0.6766666666666666,0.6778571605682373,92,122,0.0,2.887244967998413
a7_20260821T203211Z,2026-08-21T20:55:16+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L1,h2,,2,0.003,0.001 0.003 0.01 0.03,True,0.675,0.6708333333333333,0.6747618913650513,33,63,0.0,1.4961226269952022
a7_20260821T203211Z,2026-08-21T20:55:18+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L1,h2,,2,0.01,0.001 0.003 0.01 0.03,True,0.6783333333333333,0.6716666666666666,0.6778571605682373,21,51,0.0,1.2000645739972242
a7_20260821T203211Z,2026-08-21T20:55:19+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L1,h2,,2,0.03,0.001 0.003 0.01 0.03,True,0.69,0.6875,0.6769047379493713,21,51,0.0,1.1978608049976174
a7_20260821T203211Z,2026-08-21T20:55:24+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L1,h4,,2,0.001,0.001 0.003 0.01 0.03,True,0.6766666666666666,0.6708333333333333,0.6783333420753479,189,219,0.0,5.186005887997453
a7_20260821T203211Z,2026-08-21T20:55:30+00:00,11,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed11,B,L1,h4,,2,0.003,0.001 0.003 0.01 0.03,True,0.7016666666666667,0.7016666666666667,0.6980952620506287,218,248,0.0,5.8763111290027155
