status,estimand,dilution,ansatz,level,generator_seed,n,mean,ci95_low,ci95_high,p_sign_exact,sigma,df,diverges_from_pooled,divergence_rule
PROVISIONAL — NOT A RESULT,delta_AB,linear,L1,per dataset,11,2,0.11374999999999996,-0.47391196904807903,0.7014119690480789,0.5,0.06540737725975558,1,no,"any per-dataset 95% CI failing to overlap the pooled 95% CI. On divergence the PER-DATASET reading wins and the divergence is a finding, not a defect."
PROVISIONAL — NOT A RESULT,delta_AB,linear,L1,"pooled (generator seed = FIXED effect, NOT a variance component)",11,2,0.11374999999999996,-0.47391196904807914,0.7014119690480791,0.5,0.06540737725975558,1,no,"any per-dataset 95% CI failing to overlap the pooled 95% CI. On divergence the PER-DATASET reading wins and the divergence is a finding, not a defect."
PROVISIONAL — NOT A RESULT,delta_AB,linear,L2,per dataset,11,2,0.1404166666666667,-0.1931212076579183,0.47395454099125167,0.5,0.03712310601229366,1,no,"any per-dataset 95% CI failing to overlap the pooled 95% CI. On divergence the PER-DATASET reading wins and the divergence is a finding, not a defect."
PROVISIONAL — NOT A RESULT,delta_AB,linear,L2,"pooled (generator seed = FIXED effect, NOT a variance component)",11,2,0.1404166666666667,-0.1931212076579183,0.47395454099125167,0.5,0.03712310601229366,1,no,"any per-dataset 95% CI failing to overlap the pooled 95% CI. On divergence the PER-DATASET reading wins and the divergence is a finding, not a defect."
PROVISIONAL — NOT A RESULT,delta_AE,linear,L1,per dataset,11,2,0.06166666666666659,0.029901154826229827,0.09343217850710336,0.5,0.0035355339059327407,1,no,"any per-dataset 95% CI failing to overlap the pooled 95% CI. On divergence the PER-DATASET reading wins and the divergence is a finding, not a defect."
PROVISIONAL — NOT A RESULT,delta_AE,linear,L1,"pooled (generator seed = FIXED effect, NOT a variance component)",11,2,0.06166666666666659,0.029901154826229827,0.09343217850710336,0.5,0.0035355339059327407,1,no,"any per-dataset 95% CI failing to overlap the pooled 95% CI. On divergence the PER-DATASET reading wins and the divergence is a finding, not a defect."
PROVISIONAL — NOT A RESULT,delta_AE,linear,L2,per dataset,11,2,0.05458333333333332,-0.05659595810819569,0.1657626247748623,0.5,0.012374368670764632,1,no,"any per-dataset 95% CI failing to overlap the pooled 95% CI. On divergence the PER-DATASET reading wins and the divergence is a finding, not a defect."
PROVISIONAL — NOT A RESULT,delta_AE,linear,L2,"pooled (generator seed = FIXED effect, NOT a variance component)",11,2,0.05458333333333332,-0.056595958108195704,0.16576262477486234,0.5,0.012374368670764632,1,no,"any per-dataset 95% CI failing to overlap the pooled 95% CI. On divergence the PER-DATASET reading wins and the divergence is a finding, not a defect."
