estimand,status,n,estimate,ci95_low,ci95_high,sigma_delta,mde,above_mde,ci95_excludes_zero,n_positive,p_sign,p_wilcoxon,tost_equivalent,tost_power
Delta_A'B',EXPLORATORY,10,0.045000000000000005,0.031138624592788197,0.05886137540721181,0.019376866696216997,0.019274435444178565,True,True,10,0.001953125,0.001953125,False,0.8264070498427851
Delta_B'D_corr,EXPLORATORY,10,-0.011750000000000005,-0.03333445232585101,0.009834452325851005,0.030172983787111356,0.030013481399263867,False,False,3,0.34375,0.28515625,False,0.2752361359660802
Delta_A'D_corr,EXPLORATORY,10,0.03325,0.021795426870675302,0.0447045731293247,0.01601238910775879,0.015927743375806963,True,True,10,0.001953125,0.001953125,False,0.9529918121398752
