run_id,timestamp_utc,dataset_seed,dataset,arm,ansatz_level,dilution,rff_width,seed,lr,lr_grid,in_selection,val_accuracy,test_accuracy,train_accuracy,best_epoch,epochs_run,theta_displacement,wall_seconds,readout_order
probe_corr-d0996bfa,2026-08-29T08:12:17+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,D_corr,,linear,15,1,0.001,0.001 0.003 0.01 0.03,False,0.7816666666666666,0.7916666666666666,0.772857129573822,167,197,0.0,2.8248598749923985,2
probe_corr-d0996bfa,2026-08-29T08:12:19+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,D_corr,,linear,15,1,0.003,0.001 0.003 0.01 0.03,False,0.8133333333333334,0.7991666666666667,0.7852380871772766,291,300,0.0,1.8203661250008736,2
probe_corr-d0996bfa,2026-08-29T08:12:20+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,D_corr,,linear,15,1,0.01,0.001 0.003 0.01 0.03,False,0.8183333333333334,0.8025,0.788095235824585,91,121,0.0,0.7379029160074424,2
probe_corr-d0996bfa,2026-08-29T08:12:20+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,D_corr,,linear,15,1,0.03,0.001 0.003 0.01 0.03,False,0.8216666666666667,0.8091666666666667,0.7964285612106323,82,112,0.0,0.6728377909894334,2
probe_corr-d0996bfa,2026-08-29T08:12:23+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,1,0.001,0.001 0.003 0.01 0.03 0.1,True,0.765,0.7283333333333334,0.729285717010498,42,72,0.0,0.9744404579978436,2
probe_corr-d0996bfa,2026-08-29T08:12:24+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,1,0.003,0.001 0.003 0.01 0.03 0.1,True,0.77,0.7416666666666667,0.7333333492279053,10,40,0.0,0.24508791700645816,2
probe_corr-d0996bfa,2026-08-29T08:12:24+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,1,0.01,0.001 0.003 0.01 0.03 0.1,True,0.8016666666666666,0.7941666666666667,0.7828571200370789,63,93,0.0,0.5600960829906398,2
probe_corr-d0996bfa,2026-08-29T08:12:25+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,1,0.03,0.001 0.003 0.01 0.03 0.1,True,0.81,0.7991666666666667,0.7900000214576721,95,125,0.0,0.7756231670064153,2
probe_corr-d0996bfa,2026-08-29T08:12:25+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,1,0.1,0.001 0.003 0.01 0.03 0.1,True,0.8116666666666666,0.8025,0.7916666865348816,38,68,0.0,0.418615000002319,2
probe_corr-d0996bfa,2026-08-29T08:18:09+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,A_corr,L1,linear,,2,0.1,0.001 0.003 0.01 0.03 0.1,True,0.8083333333333333,0.8058333333333333,0.7907142639160156,1,31,0.7318365573883057,343.3917293750128,2
probe_corr-d0996bfa,2026-08-29T08:18:19+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,2,0.001,0.001 0.003 0.01 0.03 0.1,True,0.7983333333333333,0.8033333333333333,0.7900000214576721,297,300,0.0,2.062592707996373,2
probe_corr-d0996bfa,2026-08-29T08:18:21+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,2,0.003,0.001 0.003 0.01 0.03 0.1,True,0.8116666666666666,0.8133333333333334,0.7983333468437195,232,262,0.0,1.6988823749998119,2
probe_corr-d0996bfa,2026-08-29T08:18:22+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,2,0.01,0.001 0.003 0.01 0.03 0.1,True,0.8183333333333334,0.8158333333333333,0.8026190400123596,44,74,0.0,0.492665500001749,2
probe_corr-d0996bfa,2026-08-29T08:18:22+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,2,0.03,0.001 0.003 0.01 0.03 0.1,True,0.825,0.8175,0.8042857050895691,48,78,0.0,0.5140211669931887,2
probe_corr-d0996bfa,2026-08-29T08:18:23+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,2,0.1,0.001 0.003 0.01 0.03 0.1,True,0.83,0.82,0.8035714030265808,65,95,0.0,0.6223548749985639,2
probe_corr-d0996bfa,2026-08-29T08:18:23+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,D_corr,,linear,15,2,0.001,0.001 0.003 0.01 0.03,False,0.7733333333333333,0.7733333333333333,0.7566666603088379,67,97,0.0,0.6347262499912176,2
probe_corr-d0996bfa,2026-08-29T08:18:24+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,D_corr,,linear,15,2,0.003,0.001 0.003 0.01 0.03,False,0.7983333333333333,0.8008333333333333,0.7776190638542175,111,141,0.0,0.9114974999974947,2
probe_corr-d0996bfa,2026-08-29T08:18:25+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,D_corr,,linear,15,2,0.01,0.001 0.003 0.01 0.03,False,0.8116666666666666,0.8,0.790238082408905,50,80,0.0,0.5224092910066247,2
probe_corr-d0996bfa,2026-08-29T08:18:25+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,D_corr,,linear,15,2,0.03,0.001 0.003 0.01 0.03,False,0.8116666666666666,0.8075,0.7942857146263123,50,80,0.0,0.5169852500112029,2
probe_corr-d0996bfa,2026-08-29T08:19:07+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,A_corr,L1,linear,,2,0.03,0.001 0.003 0.01 0.03 0.1,True,0.815,0.8041666666666667,0.8064285516738892,7,37,0.6746571063995361,406.84178841700486,2
probe_corr-d0996bfa,2026-08-29T08:20:44+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,A_corr,L1,linear,,1,0.003,0.001 0.003 0.01 0.03 0.1,True,0.8133333333333334,0.8066666666666666,0.7985714077949524,16,46,0.5235979557037354,509.61013379099313,2
probe_corr-d0996bfa,2026-08-29T08:26:37+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,A_corr,L1,linear,,1,0.001,0.001 0.003 0.01 0.03 0.1,True,0.8133333333333334,0.8058333333333333,0.7909523844718933,49,79,0.5308981537818909,862.517616416997,2
probe_corr-d0996bfa,2026-08-29T08:28:20+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,A_corr,L1,linear,,1,0.1,0.001 0.003 0.01 0.03 0.1,True,0.825,0.8266666666666667,0.8045238256454468,59,89,1.4209145307540894,965.4134258749982,2
probe_corr-d0996bfa,2026-08-29T08:28:50+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,A_corr,L1,linear,,1,0.01,0.001 0.003 0.01 0.03 0.1,True,0.8383333333333334,0.8341666666666666,0.817380964756012,62,92,1.0406373739242554,996.3135652080091,2
probe_corr-d0996bfa,2026-08-29T08:28:59+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,3,0.001,0.001 0.003 0.01 0.03 0.1,True,0.7,0.7216666666666667,0.7111904621124268,19,49,0.0,0.317691875010496,2
probe_corr-d0996bfa,2026-08-29T08:29:01+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,3,0.003,0.001 0.003 0.01 0.03 0.1,True,0.7533333333333333,0.7525,0.7428571581840515,160,190,0.0,1.3014154579868773,2
probe_corr-d0996bfa,2026-08-29T08:29:02+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,3,0.01,0.001 0.003 0.01 0.03 0.1,True,0.7716666666666666,0.7725,0.7614285945892334,226,256,0.0,1.6780137500027195,2
probe_corr-d0996bfa,2026-08-29T08:29:03+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,3,0.03,0.001 0.003 0.01 0.03 0.1,True,0.7716666666666666,0.775,0.7714285850524902,84,114,0.0,0.7407031250040745,2
probe_corr-d0996bfa,2026-08-29T08:29:04+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B_corr,L1,linear,,3,0.1,0.001 0.003 0.01 0.03 0.1,True,0.7883333333333333,0.7983333333333333,0.7809523940086365,110,140,0.0,0.9187910829932662,2
probe_corr-d0996bfa,2026-08-29T08:29:05+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,D_corr,,linear,15,3,0.001,0.001 0.003 0.01 0.03,False,0.78,0.7741666666666667,0.7652381062507629,55,85,0.0,0.558191624993924,2
probe_corr-d0996bfa,2026-08-29T08:29:05+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,D_corr,,linear,15,3,0.003,0.001 0.003 0.01 0.03,False,0.7833333333333333,0.7866666666666666,0.773809552192688,29,59,0.0,0.38953212500200607,2
probe_corr-d0996bfa,2026-08-29T08:29:05+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,D_corr,,linear,15,3,0.01,0.001 0.003 0.01 0.03,False,0.7883333333333333,0.7916666666666666,0.7809523940086365,25,55,0.0,0.3558537089993479,2
probe_corr-d0996bfa,2026-08-29T08:29:06+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,D_corr,,linear,15,3,0.03,0.001 0.003 0.01 0.03,False,0.795,0.7916666666666666,0.7814285755157471,25,55,0.0,0.3646584999951301,2
