run_id,timestamp_utc,dataset_seed,dataset,arm,ansatz_level,dilution,rff_width,seed,lr,lr_grid,in_selection,val_accuracy,test_accuracy,train_accuracy,best_epoch,epochs_run,theta_displacement,wall_seconds,readout_order
probe_corr-cff5d956,2026-08-31T22:13:33+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,D_corr,,linear,31,1,0.001,0.001 0.003 0.01 0.03,False,0.795,0.7966666666666666,0.816428542137146,149,179,0.0,2.4117941669974243,5
probe_corr-cff5d956,2026-08-31T22:13:34+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,D_corr,,linear,31,1,0.003,0.001 0.003 0.01 0.03,False,0.8083333333333333,0.805,0.8273809552192688,114,144,0.0,0.878372582999873,5
probe_corr-cff5d956,2026-08-31T22:13:35+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,D_corr,,linear,31,1,0.01,0.001 0.003 0.01 0.03,False,0.8183333333333334,0.8091666666666667,0.8397619128227234,87,117,0.0,0.6896627500027535,5
probe_corr-cff5d956,2026-08-31T22:13:35+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,D_corr,,linear,31,1,0.03,0.001 0.003 0.01 0.03,False,0.8233333333333334,0.8083333333333333,0.8407142758369446,40,70,0.0,0.41719491699768696,5
probe_corr-cff5d956,2026-08-31T22:13:42+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B_corr,L1,linear,,1,0.001,0.001 0.003 0.01 0.03 0.1,True,0.7383333333333333,0.7491666666666666,0.7699999809265137,118,148,0.0,1.6590127079980448,5
probe_corr-cff5d956,2026-08-31T22:13:44+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B_corr,L1,linear,,1,0.003,0.001 0.003 0.01 0.03 0.1,True,0.7483333333333333,0.765,0.7814285755157471,149,179,0.0,1.103620250003587,5
probe_corr-cff5d956,2026-08-31T22:13:44+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B_corr,L1,linear,,1,0.01,0.001 0.003 0.01 0.03 0.1,True,0.7683333333333333,0.7716666666666666,0.7921428680419922,125,155,0.0,0.9564653329944122,5
probe_corr-cff5d956,2026-08-31T22:13:45+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B_corr,L1,linear,,1,0.03,0.001 0.003 0.01 0.03 0.1,True,0.7866666666666666,0.7891666666666667,0.8035714030265808,76,106,0.0,0.6747662079942529,5
probe_corr-cff5d956,2026-08-31T22:13:46+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,B_corr,L1,linear,,1,0.1,0.001 0.003 0.01 0.03 0.1,True,0.815,0.7833333333333333,0.8100000023841858,61,91,0.0,0.5554001659984351,5
probe_corr-cff5d956,2026-08-31T22:22:30+00:00,33,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed33,A_corr,L1,linear,,1,0.1,0.001 0.003 0.01 0.03 0.1,True,0.8266666666666667,0.8033333333333333,0.8288094997406006,6,36,1.0104355812072754,539.8210346670021,5
