status,quantity,scope,value,note
complete contract grid,"McNemar p (exact, per seed)",h4|L1|delta_BD_matched|ds33|seed6,0.07222975307159342,b=231 c=193 discordant 424
complete contract grid,"McNemar p (exact, per seed)",h4|L1|delta_BD_matched|ds33|seed7,0.0020480493878448753,b=152 c=102 discordant 254
complete contract grid,"McNemar p (exact, per seed)",h4|L1|delta_BD_matched|ds33|seed8,0.002162670971075286,b=281 c=212 discordant 493
complete contract grid,"McNemar p (exact, per seed)",h4|L1|delta_BD_matched|ds33|seed9,2.3906279047530437e-07,b=139 c=240 discordant 379
complete contract grid,"McNemar p (exact, per seed)",h4|L1|delta_BD_matched|ds33|seed10,0.013970130418761436,b=145 c=191 discordant 336
complete contract grid,McNemar b/c (summed over seeds),h4|L2|delta_AB,b=6333 c=1706,supplementary: the paired reading of the same population as the binomial SE
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds11|seed1,4.768609724545183e-06,b=170 c=95 discordant 265
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds11|seed2,3.1406447827755633e-25,b=233 c=60 discordant 293
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds11|seed3,0.0020517677411675153,b=120 c=76 discordant 196
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds11|seed4,2.9270542670539934e-06,b=93 c=39 discordant 132
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds11|seed5,5.696306944798275e-08,b=158 c=75 discordant 233
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds11|seed6,8.014875216538923e-09,b=200 c=100 discordant 300
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds11|seed7,6.3698891811732735e-12,b=145 c=50 discordant 195
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds11|seed8,3.098577833957225e-29,b=193 c=32 discordant 225
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds11|seed9,1.2847274429070661e-23,b=238 c=67 discordant 305
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds11|seed10,0.07879180968273986,b=90 c=67 discordant 157
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds22|seed1,1.157390528846289e-70,b=366 c=35 discordant 401
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds22|seed2,1.0296987589586837e-39,b=221 c=26 discordant 247
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds22|seed3,8.76870571855325e-05,b=97 c=49 discordant 146
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds22|seed4,1.7653177331208274e-23,b=185 c=40 discordant 225
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds22|seed5,2.1619366647720456e-33,b=270 c=59 discordant 329
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds22|seed6,2.868748693959899e-48,b=425 c=101 discordant 526
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds22|seed7,1.2913641527344654e-22,b=132 c=18 discordant 150
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds22|seed8,3.179542049997833e-10,b=103 c=31 discordant 134
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds22|seed9,6.191032149602297e-51,b=357 c=63 discordant 420
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds22|seed10,1.3175705563170384e-27,b=195 c=36 discordant 231
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds33|seed1,2.4399270486777514e-13,b=216 c=89 discordant 305
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds33|seed2,4.751203056146639e-31,b=275 c=67 discordant 342
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds33|seed3,1.8592713687301678e-07,b=91 c=33 discordant 124
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds33|seed4,2.8332682936868e-16,b=183 c=58 discordant 241
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds33|seed5,9.077867422545718e-13,b=136 c=42 discordant 178
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds33|seed6,1.1643700081905354e-25,b=379 c=143 discordant 522
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds33|seed7,6.074021766539733e-31,b=214 c=38 discordant 252
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds33|seed8,2.859589360360969e-16,b=139 c=34 discordant 173
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds33|seed9,4.479245801560582e-122,b=483 c=15 discordant 498
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AB|ds33|seed10,5.592132283950526e-21,b=226 c=68 discordant 294
complete contract grid,McNemar b/c (summed over seeds),h4|L2|delta_AE,b=1900 c=1967,"MANDATORY for Delta_AE: sigma_Delta(A-E) is SMALLER than the binomial SE, so the CI over seeds narrows the uncertainty by itself (raport.tex 3.7)."
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds11|seed1,4.4597654624175526e-26,b=27 c=168 discordant 195
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds11|seed2,0.004272405031651674,b=45 c=21 discordant 66
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds11|seed3,6.738805166286138e-05,b=120 c=191 discordant 311
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds11|seed4,1.6875616786567345e-33,b=18 c=175 discordant 193
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds11|seed5,2.567529911241726e-35,b=18 c=182 discordant 200
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds11|seed6,3.2352313396555863e-19,b=37 c=159 discordant 196
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds11|seed7,0.03608340229293405,b=81 c=111 discordant 192
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds11|seed8,0.04437092000802569,b=27 c=45 discordant 72
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds11|seed9,0.008149691373771181,b=42 c=71 discordant 113
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds11|seed10,0.08422157489670008,b=45 c=64 discordant 109
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds22|seed1,2.910343305805322e-13,b=126 c=35 discordant 161
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds22|seed2,1.3589917802203644e-09,b=52 c=7 discordant 59
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds22|seed3,0.6439689563703723,b=23 c=19 discordant 42
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds22|seed4,0.003731445755098148,b=78 c=45 discordant 123
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds22|seed5,0.5760121204363974,b=54 c=61 discordant 115
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds22|seed6,0.75964928832363,b=46 c=50 discordant 96
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds22|seed7,4.223704562267977e-05,b=46 c=14 discordant 60
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds22|seed8,0.00010604466626773501,b=35 c=9 discordant 44
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds22|seed9,0.7079807541347641,b=34 c=30 discordant 64
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds22|seed10,8.350071226515241e-09,b=120 c=46 discordant 166
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds33|seed1,0.0032594073594768786,b=94 c=57 discordant 151
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds33|seed2,0.4813541052575654,b=69 c=60 discordant 129
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds33|seed3,0.054908817775760344,b=65 c=44 discordant 109
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds33|seed4,0.0008597408292289976,b=115 c=69 discordant 184
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds33|seed5,0.0001831165641297511,b=57 c=23 discordant 80
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds33|seed6,0.09703091129729907,b=49 c=33 discordant 82
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds33|seed7,0.050250895335291444,b=52 c=33 discordant 85
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds33|seed8,0.04652819595152471,b=79 c=55 discordant 134
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds33|seed9,2.434695739577297e-21,b=134 c=21 discordant 155
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AE|ds33|seed10,0.001720572729494384,b=112 c=69 discordant 181
complete contract grid,McNemar b/c (summed over seeds),h4|L2|delta_AF,b=2018 c=1273,supplementary: the paired reading of the same population as the binomial SE
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds11|seed1,0.03752953363441315,b=32 c=52 discordant 84
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds11|seed2,0.0005349642016498918,b=51 c=21 discordant 72
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds11|seed3,0.48411841360729163,b=46 c=54 discordant 100
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds11|seed4,0.7122308826373509,b=35 c=31 discordant 66
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds11|seed5,0.4926450664865023,b=56 c=48 discordant 104
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds11|seed6,0.6075913612730801,b=15 c=19 discordant 34
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds11|seed7,1.137933626511795e-29,b=14 c=149 discordant 163
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds11|seed8,6.760105095825183e-23,b=174 c=36 discordant 210
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds11|seed9,0.000618057705634809,b=43 c=82 discordant 125
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds11|seed10,0.20067820312938567,b=31 c=43 discordant 74
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds22|seed1,9.598801950199362e-28,b=175 c=27 discordant 202
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds22|seed2,1.2454514146109652e-06,b=46 c=10 discordant 56
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds22|seed3,1.0096127351113507e-05,b=51 c=15 discordant 66
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds22|seed4,0.00010742609168386583,b=59 c=110 discordant 169
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds22|seed5,2.704921623416343e-13,b=128 c=36 discordant 164
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds22|seed6,0.4264394964440242,b=69 c=59 discordant 128
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds22|seed7,5.2573169769006436e-09,b=67 c=15 discordant 82
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds22|seed8,3.914123197106857e-10,b=59 c=9 discordant 68
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds22|seed9,3.767158136686959e-09,b=92 c=28 discordant 120
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds22|seed10,1.870615952593889e-05,b=92 c=42 discordant 134
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds33|seed1,0.014359642888005238,b=91 c=60 discordant 151
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds33|seed2,5.311762926784264e-05,b=65 c=26 discordant 91
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds33|seed3,0.00028452861891625184,b=72 c=34 discordant 106
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds33|seed4,3.107942770388662e-05,b=124 c=66 discordant 190
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds33|seed5,7.733076881287027e-05,b=48 c=16 discordant 64
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds33|seed6,0.9110721212260926,b=41 c=39 discordant 80
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds33|seed7,0.028626655508737896,b=48 c=28 discordant 76
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds33|seed8,0.050452410247217666,b=47 c=29 discordant 76
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds33|seed9,0.06744461190078899,b=37 c=22 discordant 59
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_AF|ds33|seed10,0.0015216911970620825,b=110 c=67 discordant 177
complete contract grid,McNemar b/c (summed over seeds),h4|L2|delta_BD_matched,b=5092 c=5099,supplementary: the paired reading of the same population as the binomial SE
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds11|seed1,0.09833432429105786,b=192 c=160 discordant 352
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds11|seed2,9.461189114029645e-07,b=89 c=168 discordant 257
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds11|seed3,7.961756887608205e-12,b=298 c=153 discordant 451
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds11|seed4,2.5949761105105013e-06,b=183 c=103 discordant 286
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds11|seed5,0.779233508022643,b=156 c=162 discordant 318
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds11|seed6,0.04356131116414427,b=197 c=158 discordant 355
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds11|seed7,0.47626671506798546,b=93 c=104 discordant 197
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds11|seed8,1.8556914037787696e-19,b=200 c=58 discordant 258
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds11|seed9,0.01801770711469349,b=166 c=213 discordant 379
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds11|seed10,1.2889526213059951e-06,b=199 c=113 discordant 312
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds22|seed1,1.1427035481888621e-11,b=106 c=230 discordant 336
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds22|seed2,1.684574046631275e-06,b=133 c=224 discordant 357
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds22|seed3,0.0007978422417354953,b=158 c=103 discordant 261
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds22|seed4,0.4587662807581579,b=171 c=186 discordant 357
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds22|seed5,9.773834194609854e-08,b=102 c=194 discordant 296
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds22|seed6,5.278943367920615e-18,b=107 c=274 discordant 381
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds22|seed7,0.00651220325016162,b=112 c=74 discordant 186
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds22|seed8,9.215699547568514e-17,b=244 c=93 discordant 337
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds22|seed9,8.164320976758201e-05,b=222 c=314 discordant 536
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds22|seed10,0.19000041751490285,b=127 c=106 discordant 233
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds33|seed1,0.000410621412993365,b=181 c=119 discordant 300
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds33|seed2,0.013789279213812254,b=205 c=259 discordant 464
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds33|seed3,1.3418661227595696e-09,b=206 c=100 discordant 306
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds33|seed4,0.002076831993679162,b=182 c=127 discordant 309
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds33|seed5,0.0036873485724120115,b=168 c=118 discordant 286
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds33|seed6,0.230099109404519,b=277 c=307 discordant 584
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds33|seed7,0.2661420292429953,b=83 c=99 discordant 182
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds33|seed8,1.2911477030622676e-09,b=302 c=170 discordant 472
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds33|seed9,3.7349734739421374e-54,b=106 c=463 discordant 569
complete contract grid,"McNemar p (exact, per seed)",h4|L2|delta_BD_matched|ds33|seed10,0.25099275518334624,b=127 c=147 discordant 274
complete contract grid,McNemar b/c (summed over seeds),h42|L1|delta_AB,b=6326 c=840,supplementary: the paired reading of the same population as the binomial SE
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds11|seed1,5.5330705875801516e-05,b=71 c=30 discordant 101
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds11|seed2,2.5051922826165865e-57,b=277 c=22 discordant 299
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds11|seed3,3.2009127820864977e-69,b=321 c=22 discordant 343
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds11|seed4,1.3161195334111127e-32,b=177 c=20 discordant 197
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds11|seed5,4.237263476087159e-33,b=221 c=37 discordant 258
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds11|seed6,1.9689623111747692e-59,b=262 c=15 discordant 277
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds11|seed7,2.456413020214362e-27,b=211 c=44 discordant 255
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds11|seed8,8.517792830819413e-37,b=212 c=27 discordant 239
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds11|seed9,2.1111941794479076e-44,b=194 c=11 discordant 205
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds11|seed10,4.476701089332877e-78,b=336 c=17 discordant 353
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds22|seed1,1.2816437724907016e-17,b=109 c=17 discordant 126
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds22|seed2,1.4611178490600146e-26,b=186 c=34 discordant 220
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds22|seed3,1.2703366533794887e-30,b=182 c=25 discordant 207
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds22|seed4,1.1755851239034877e-25,b=139 c=16 discordant 155
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds22|seed5,1.4820213260592682e-40,b=199 c=17 discordant 216
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds22|seed6,2.876303627501573e-10,b=105 c=32 discordant 137
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds22|seed7,4.092543108648637e-70,b=321 c=21 discordant 342
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds22|seed8,1.3563485176834311e-59,b=266 c=16 discordant 282
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds22|seed9,4.278400709534248e-34,b=211 c=31 discordant 242
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds22|seed10,4.810630172618913e-44,b=238 c=26 discordant 264
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds33|seed1,4.155995426933083e-09,b=97 c=31 discordant 128
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds33|seed2,4.278400709534248e-34,b=211 c=31 discordant 242
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds33|seed3,1.9611157805133082e-55,b=315 c=38 discordant 353
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds33|seed4,1.1494023325768634e-35,b=215 c=30 discordant 245
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds33|seed5,3.672515599506724e-18,b=152 c=36 discordant 188
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds33|seed6,1.1833915765060535e-19,b=169 c=41 discordant 210
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds33|seed7,1.3072732777068043e-44,b=229 c=22 discordant 251
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds33|seed8,1.830068758541242e-38,b=246 c=38 discordant 284
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds33|seed9,1.9750718351680395e-26,b=211 c=46 discordant 257
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AB|ds33|seed10,5.030361759963857e-33,b=243 c=47 discordant 290
complete contract grid,McNemar b/c (summed over seeds),h42|L1|delta_AE,b=622 c=1367,"MANDATORY for Delta_AE: sigma_Delta(A-E) is SMALLER than the binomial SE, so the CI over seeds narrows the uncertainty by itself (raport.tex 3.7)."
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds11|seed1,4.7104376093953786e-05,b=13 c=44 discordant 57
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds11|seed2,0.0050976432976312935,b=10 c=28 discordant 38
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds11|seed3,0.027533155829587486,b=13 c=28 discordant 41
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds11|seed4,1.5201952291432616e-07,b=9 c=48 discordant 57
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds11|seed5,3.3118847623803123e-06,b=11 c=46 discordant 57
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds11|seed6,0.08953107893466952,b=12 c=23 discordant 35
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds11|seed7,3.161290522649495e-12,b=10 c=70 discordant 80
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds11|seed8,0.0018582303075658085,b=20 c=46 discordant 66
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds11|seed9,1.0,b=25 c=24 discordant 49
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds11|seed10,0.651587827208914,b=20 c=24 discordant 44
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds22|seed1,0.022628841205914796,b=14 c=30 discordant 44
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds22|seed2,9.848878492846323e-05,b=10 c=37 discordant 47
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds22|seed3,0.2528697301676033,b=20 c=29 discordant 49
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds22|seed4,0.5966148958541453,b=14 c=18 discordant 32
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds22|seed5,0.0659940344557981,b=15 c=28 discordant 43
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds22|seed6,5.778372004920304e-05,b=15 c=47 discordant 62
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds22|seed7,0.048766765904474596,b=15 c=29 discordant 44
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds22|seed8,0.010673840530216694,b=8 c=23 discordant 31
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds22|seed9,1.0289941458812896e-07,b=13 c=57 discordant 70
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds22|seed10,0.14386508844054896,b=18 c=29 discordant 47
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds33|seed1,0.3681876338306311,b=35 c=44 discordant 79
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds33|seed2,1.9596368034800084e-05,b=34 c=80 discordant 114
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds33|seed3,0.9099464518745242,b=40 c=38 discordant 78
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds33|seed4,0.18745986796619285,b=35 c=48 discordant 83
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds33|seed5,2.6732854862880627e-06,b=33 c=84 discordant 117
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds33|seed6,1.6099271769508826e-07,b=25 c=78 discordant 103
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds33|seed7,0.21913114749778415,b=63 c=49 discordant 112
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds33|seed8,6.748136083040859e-13,b=19 c=93 discordant 112
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds33|seed9,5.636282034205402e-07,b=25 c=75 discordant 100
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AE|ds33|seed10,2.6402449757572137e-05,b=28 c=70 discordant 98
complete contract grid,McNemar b/c (summed over seeds),h42|L1|delta_AF,b=822 c=1155,supplementary: the paired reading of the same population as the binomial SE
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds11|seed1,0.6834892282353371,b=25 c=29 discordant 54
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds11|seed2,0.5113757815852296,b=16 c=21 discordant 37
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds11|seed3,0.8776143287523154,b=20 c=22 discordant 42
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds11|seed4,0.015432297453701269,b=24 c=45 discordant 69
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds11|seed5,0.11747735024505848,b=23 c=36 discordant 59
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds11|seed6,1.0,b=23 c=22 discordant 45
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds11|seed7,1.3815919196387053e-05,b=25 c=67 discordant 92
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds11|seed8,0.11747735024505848,b=23 c=36 discordant 59
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds11|seed9,1.0,b=19 c=19 discordant 38
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds11|seed10,1.0,b=14 c=14 discordant 28
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds22|seed1,0.4187541882690154,b=31 c=24 discordant 55
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds22|seed2,0.12634707581392135,b=20 c=32 discordant 52
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds22|seed3,0.05946337525377034,b=17 c=31 discordant 48
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds22|seed4,1.0,b=16 c=15 discordant 31
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds22|seed5,1.0,b=22 c=23 discordant 45
