status,quantity,scope,value,note
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds22|seed6,0.1360323948778921,b=26 c=39 discordant 65
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds22|seed7,0.24296021728332556,b=19 c=28 discordant 47
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds22|seed8,0.20048842206597334,b=11 c=19 discordant 30
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds22|seed9,0.012400602797937593,b=34 c=59 discordant 93
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds22|seed10,0.42704285650325524,b=25 c=32 discordant 57
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds33|seed1,0.05681467793283902,b=27 c=44 discordant 71
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds33|seed2,0.08995433294496456,b=47 c=66 discordant 113
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds33|seed3,0.3081682319436807,b=34 c=44 discordant 78
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds33|seed4,0.5984117182335192,b=48 c=42 discordant 90
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds33|seed5,0.0018667182273168989,b=40 c=74 discordant 114
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds33|seed6,0.012400602797937593,b=34 c=59 discordant 93
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds33|seed7,0.15971168311801956,b=30 c=43 discordant 73
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds33|seed8,0.08755276689017023,b=52 c=72 discordant 124
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds33|seed9,0.02801690195894671,b=35 c=57 discordant 92
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_AF|ds33|seed10,1.0,b=42 c=41 discordant 83
complete contract grid,McNemar b/c (summed over seeds),h42|L1|delta_BD_matched,b=5027 c=3781,supplementary: the paired reading of the same population as the binomial SE
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds11|seed1,3.193917357471254e-44,b=282 c=43 discordant 325
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds11|seed2,1.603317685712137e-07,b=107 c=199 discordant 306
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds11|seed3,0.000183619689956764,b=258 c=179 discordant 437
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds11|seed4,0.00018134383285472417,b=146 c=88 discordant 234
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds11|seed5,0.8812234734185146,b=88 c=91 discordant 179
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds11|seed6,0.21488751519535418,b=184 c=160 discordant 344
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds11|seed7,0.00021609699366441232,b=110 c=173 discordant 283
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds11|seed8,1.1740438737945657e-07,b=174 c=88 discordant 262
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds11|seed9,1.940963289848939e-05,b=180 c=107 discordant 287
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds11|seed10,0.013337580264213495,b=136 c=181 discordant 317
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds22|seed1,1.3855630334917394e-09,b=174 c=78 discordant 252
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds22|seed2,2.9500553726161994e-05,b=139 c=77 discordant 216
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds22|seed3,0.9518419906327531,b=138 c=136 discordant 274
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds22|seed4,5.833677750850406e-07,b=167 c=87 discordant 254
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds22|seed5,0.01668531594424794,b=95 c=132 discordant 227
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds22|seed6,5.888411212568804e-25,b=265 c=78 discordant 343
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds22|seed7,0.0036873485724120115,b=118 c=168 discordant 286
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds22|seed8,3.6102576435621657e-07,b=208 c=116 discordant 324
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds22|seed9,0.0019394899413165752,b=180 c=125 discordant 305
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds22|seed10,0.0018080089980988528,b=123 c=178 discordant 301
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds33|seed1,8.526199052842013e-23,b=241 c=71 discordant 312
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds33|seed2,0.15534845626237398,b=181 c=154 discordant 335
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds33|seed3,0.34791631178842863,b=155 c=173 discordant 328
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds33|seed4,0.00010446722965270361,b=165 c=101 discordant 266
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds33|seed5,0.005140858089237952,b=107 c=69 discordant 176
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds33|seed6,4.849292781811698e-11,b=268 c=136 discordant 404
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds33|seed7,0.16610762610425348,b=126 c=150 discordant 276
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds33|seed8,0.0012079785027808228,b=249 c=181 discordant 430
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds33|seed9,0.2596149260932744,b=137 c=118 discordant 255
complete contract grid,"McNemar p (exact, per seed)",h42|L1|delta_BD_matched|ds33|seed10,0.3008520050421346,b=126 c=144 discordant 270
complete contract grid,McNemar b/c (summed over seeds),h42|L2|delta_AB,b=7277 c=1097,supplementary: the paired reading of the same population as the binomial SE
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds11|seed1,7.469510780169577e-54,b=264 c=22 discordant 286
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds11|seed2,2.8730669113891273e-45,b=240 c=25 discordant 265
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds11|seed3,2.288571514547845e-32,b=199 c=29 discordant 228
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds11|seed4,7.089183692806762e-46,b=225 c=19 discordant 244
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds11|seed5,4.4614761873908606e-41,b=242 c=32 discordant 274
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds11|seed6,7.087712421735083e-54,b=273 c=25 discordant 298
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds11|seed7,1.0635778475329475e-41,b=215 c=21 discordant 236
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds11|seed8,5.153259518701582e-44,b=215 c=18 discordant 233
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds11|seed9,8.534618589836696e-51,b=278 c=31 discordant 309
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds11|seed10,3.7062816541662294e-39,b=208 c=22 discordant 230
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds22|seed1,9.43303784388048e-71,b=320 c=20 discordant 340
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds22|seed2,3.653854977036942e-45,b=261 c=33 discordant 294
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds22|seed3,3.0332951048593587e-35,b=167 c=13 discordant 180
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds22|seed4,1.1049736749683574e-23,b=188 c=41 discordant 229
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds22|seed5,6.357388507443699e-53,b=305 c=38 discordant 343
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds22|seed6,9.21780336609953e-67,b=424 c=63 discordant 487
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds22|seed7,5.4541882582643195e-22,b=174 c=38 discordant 212
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds22|seed8,3.8942530082124505e-17,b=177 c=52 discordant 229
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds22|seed9,5.477275760768143e-88,b=375 c=18 discordant 393
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds22|seed10,3.8866515312231786e-25,b=217 c=52 discordant 269
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds33|seed1,2.7122042647152705e-26,b=244 c=63 discordant 307
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds33|seed2,1.4849902162304603e-20,b=202 c=56 discordant 258
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds33|seed3,1.1888947705091888e-15,b=162 c=48 discordant 210
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds33|seed4,5.291348087436499e-22,b=172 c=37 discordant 209
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds33|seed5,2.9382083867528757e-30,b=195 c=31 discordant 226
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds33|seed6,3.8105467900642884e-51,b=303 c=40 discordant 343
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds33|seed7,1.5979488531694268e-20,b=211 c=61 discordant 272
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds33|seed8,3.4694243423964527e-26,b=218 c=50 discordant 268
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds33|seed9,6.856953592059761e-74,b=401 c=43 discordant 444
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AB|ds33|seed10,1.4849902162304603e-20,b=202 c=56 discordant 258
complete contract grid,McNemar b/c (summed over seeds),h42|L2|delta_AE,b=644 c=1627,"MANDATORY for Delta_AE: sigma_Delta(A-E) is SMALLER than the binomial SE, so the CI over seeds narrows the uncertainty by itself (raport.tex 3.7)."
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds11|seed1,0.048766765904474596,b=15 c=29 discordant 44
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds11|seed2,0.03847730828420026,b=13 c=27 discordant 40
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds11|seed3,0.542384011856484,b=19 c=24 discordant 43
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds11|seed4,0.00010049669926914809,b=14 c=44 discordant 58
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds11|seed5,5.37831811014966e-06,b=11 c=45 discordant 56
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds11|seed6,0.003185253447776759,b=15 c=37 discordant 52
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds11|seed7,3.845911694355664e-05,b=10 c=39 discordant 49
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds11|seed8,0.07295138851623051,b=13 c=25 discordant 38
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds11|seed9,7.395947454563746e-05,b=24 c=61 discordant 85
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds11|seed10,0.11727520595741225,b=15 c=26 discordant 41
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds22|seed1,0.0008213953115046024,b=7 c=27 discordant 34
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds22|seed2,2.0876568218419767e-05,b=12 c=44 discordant 56
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds22|seed3,1.0,b=25 c=26 discordant 51
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds22|seed4,2.2429642158970264e-05,b=19 c=56 discordant 75
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds22|seed5,0.0001538890224443423,b=14 c=43 discordant 57
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds22|seed6,2.507729768138009e-14,b=17 c=95 discordant 112
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds22|seed7,3.807704084089984e-08,b=14 c=61 discordant 75
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds22|seed8,2.7753876825225043e-14,b=14 c=88 discordant 102
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds22|seed9,0.15240777196147803,b=19 c=30 discordant 49
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds22|seed10,1.1534228506927429e-09,b=19 c=78 discordant 97
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds33|seed1,0.02968221463162667,b=40 c=63 discordant 103
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds33|seed2,1.9611841673751263e-05,b=36 c=83 discordant 119
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds33|seed3,0.00039617781879230636,b=39 c=78 discordant 117
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds33|seed4,1.46756912668857e-07,b=29 c=85 discordant 114
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds33|seed5,0.008780930806975229,b=33 c=59 discordant 92
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds33|seed6,0.00013037942991199537,b=25 c=61 discordant 86
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds33|seed7,0.030414804699519807,b=54 c=80 discordant 134
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds33|seed8,4.590760083258195e-09,b=20 c=77 discordant 97
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds33|seed9,0.021383189937144585,b=31 c=53 discordant 84
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AE|ds33|seed10,1.6752020995667599e-07,b=28 c=83 discordant 111
complete contract grid,McNemar b/c (summed over seeds),h42|L2|delta_AF,b=897 c=1468,supplementary: the paired reading of the same population as the binomial SE
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds11|seed1,0.07245426016254441,b=29 c=16 discordant 45
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds11|seed2,1.0,b=25 c=26 discordant 51
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds11|seed3,0.3019956131896606,b=27 c=19 discordant 46
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds11|seed4,0.16864291143970336,b=26 c=38 discordant 64
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds11|seed5,0.1408954235984807,b=22 c=34 discordant 56
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds11|seed6,0.25285439418811073,b=26 c=36 discordant 62
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds11|seed7,0.14386508844054896,b=18 c=29 discordant 47
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds11|seed8,1.0,b=21 c=20 discordant 41
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds11|seed9,5.083654201844156e-05,b=24 c=62 discordant 86
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds11|seed10,0.3603776529357674,b=18 c=25 discordant 43
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds22|seed1,0.8013064925040663,b=33 c=30 discordant 63
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds22|seed2,0.04980011429472864,b=25 c=42 discordant 67
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds22|seed3,0.39152830513194203,b=14 c=20 discordant 34
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds22|seed4,0.00016604182060301758,b=19 c=51 discordant 70
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds22|seed5,0.03314396778750544,b=20 c=37 discordant 57
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds22|seed6,1.2560405612579237e-07,b=33 c=92 discordant 125
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds22|seed7,4.968015141912969e-06,b=21 c=63 discordant 84
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds22|seed8,1.2402507363468661e-12,b=14 c=81 discordant 95
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds22|seed9,0.3222363203575469,b=29 c=21 discordant 50
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds22|seed10,2.4928338709270455e-08,b=22 c=77 discordant 99
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds33|seed1,0.0013352623656219375,b=29 c=60 discordant 89
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds33|seed2,0.0670104147522952,b=44 c=64 discordant 108
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds33|seed3,6.973664632067766e-06,b=38 c=89 discordant 127
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds33|seed4,0.0015581706108055645,b=47 c=84 discordant 131
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds33|seed5,0.4394401017790823,b=49 c=58 discordant 107
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds33|seed6,0.4657074457730625,b=42 c=50 discordant 92
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds33|seed7,8.028561762207067e-07,b=31 c=84 discordant 115
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds33|seed8,0.8569843282497002,b=60 c=63 discordant 123
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds33|seed9,0.5984117182335192,b=48 c=42 discordant 90
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_AF|ds33|seed10,0.2664055944111917,b=43 c=55 discordant 98
complete contract grid,McNemar b/c (summed over seeds),h42|L2|delta_BD_matched,b=4933 c=4619,supplementary: the paired reading of the same population as the binomial SE
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds11|seed1,0.004527260632823215,b=209 c=154 discordant 363
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds11|seed2,0.0017087969808928056,b=89 c=137 discordant 226
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds11|seed3,5.6647603428116e-28,b=315 c=97 discordant 412
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds11|seed4,0.29724315129740436,b=142 c=124 discordant 266
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds11|seed5,0.09384822048623284,b=116 c=144 discordant 260
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds11|seed6,0.5566111291449949,b=181 c=169 discordant 350
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds11|seed7,0.0007067303696507368,b=118 c=177 discordant 295
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds11|seed8,5.540387631823072e-07,b=197 c=109 discordant 306
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds11|seed9,0.13825232691898393,b=164 c=193 discordant 357
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds11|seed10,2.5745982233763536e-06,b=187 c=106 discordant 293
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds22|seed1,1.2204013417281513e-10,b=105 c=221 discordant 326
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds22|seed2,0.3042657853230647,b=144 c=163 discordant 307
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds22|seed3,0.48183785097604304,b=152 c=139 discordant 291
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds22|seed4,0.1764394931476556,b=144 c=121 discordant 265
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds22|seed5,8.760980365493943e-15,b=92 c=230 discordant 322
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds22|seed6,1.783060349399411e-12,b=145 c=292 discordant 437
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds22|seed7,5.098103293579745e-09,b=137 c=56 discordant 193
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds22|seed8,1.2909469607627952e-19,b=236 c=78 discordant 314
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds22|seed9,2.9784857883072128e-05,b=179 c=268 discordant 447
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds22|seed10,0.0005609843735760566,b=100 c=156 discordant 256
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds33|seed1,0.02013033908072298,b=169 c=128 discordant 297
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds33|seed2,0.0004867702206637828,b=174 c=114 discordant 288
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds33|seed3,5.035530682013287e-09,b=210 c=106 discordant 316
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds33|seed4,2.362884202885329e-05,b=174 c=103 discordant 277
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds33|seed5,0.3234117938996339,b=108 c=93 discordant 201
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds33|seed6,0.5648946983454011,b=262 c=248 discordant 510
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds33|seed7,0.7114763589543267,b=128 c=135 discordant 263
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds33|seed8,2.3498807032429545e-09,b=281 c=156 discordant 437
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds33|seed9,2.1202481309838356e-12,b=144 c=290 discordant 434
complete contract grid,"McNemar p (exact, per seed)",h42|L2|delta_BD_matched|ds33|seed10,0.24815974822007925,b=131 c=112 discordant 243
complete contract grid,McNemar b/c (summed over seeds),linear|L1|delta_AB,b=4854 c=1674,supplementary: the paired reading of the same population as the binomial SE
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds11|seed1,1.1331322341928529e-12,b=108 c=27 discordant 135
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds11|seed2,1.1817709646951033e-32,b=237 c=45 discordant 282
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds11|seed3,1.3808860869467385e-21,b=286 c=101 discordant 387
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds11|seed4,0.0007995844433963244,b=77 c=40 discordant 117
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds11|seed5,3.354589112976569e-08,b=124 c=51 discordant 175
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds11|seed6,9.522957717011935e-23,b=262 c=83 discordant 345
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds11|seed7,1.2593457491380361e-07,b=154 c=74 discordant 228
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds11|seed8,0.00017832511915060807,b=155 c=95 discordant 250
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds11|seed9,1.927458560361278e-08,b=113 c=43 discordant 156
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds11|seed10,2.311182154718687e-18,b=217 c=71 discordant 288
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds22|seed1,2.9304321745456655e-05,b=52 c=17 discordant 69
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds22|seed2,6.636877591293943e-06,b=114 c=55 discordant 169
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds22|seed3,0.00012544713605318632,b=145 c=86 discordant 231
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds22|seed4,0.10534226887460482,b=45 c=30 discordant 75
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds22|seed5,0.0029291945870261924,b=67 c=36 discordant 103
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds22|seed6,1.4479307962539958e-22,b=164 c=32 discordant 196
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds22|seed7,2.9463355449736854e-31,b=316 c=88 discordant 404
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds22|seed8,5.91569507934362e-12,b=190 c=78 discordant 268
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds22|seed9,1.0306279000958564e-05,b=104 c=49 discordant 153
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds22|seed10,1.4182965073309203e-09,b=162 c=70 discordant 232
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds33|seed1,1.284705154200816e-15,b=124 c=28 discordant 152
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds33|seed2,1.158920389211327e-19,b=171 c=42 discordant 213
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds33|seed3,6.4223308004474985e-12,b=220 c=98 discordant 318
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds33|seed4,3.9040348640344726e-16,b=116 c=23 discordant 139
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds33|seed5,6.375481651166934e-10,b=85 c=22 discordant 107
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds33|seed6,1.5148606060610047e-18,b=197 c=59 discordant 256
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds33|seed7,1.4169415295223457e-15,b=158 c=46 discordant 204
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds33|seed8,1.9015577266879875e-24,b=287 c=92 discordant 379
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds33|seed9,5.7629914136893415e-25,b=224 c=56 discordant 280
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AB|ds33|seed10,9.366315068738953e-24,b=180 c=37 discordant 217
complete contract grid,McNemar b/c (summed over seeds),linear|L1|delta_AE,b=2145 c=716,"MANDATORY for Delta_AE: sigma_Delta(A-E) is SMALLER than the binomial SE, so the CI over seeds narrows the uncertainty by itself (raport.tex 3.7)."
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AE|ds11|seed1,2.4570971290651306e-15,b=90 c=13 discordant 103
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AE|ds11|seed2,1.4159872634786435e-14,b=82 c=11 discordant 93
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AE|ds11|seed3,9.814991011939296e-06,b=85 c=36 discordant 121
complete contract grid,"McNemar p (exact, per seed)",linear|L1|delta_AE|ds11|seed4,1.7155995359729554e-13,b=80 c=12 discordant 92
