arm,status,n,mean,sd,sigma_ci95_low,sigma_ci95_high,min,max
A_corr,EXPLORATORY,30,0.8266666666666669,0.009102439570261816,0.007249245978809454,0.012236547682421849,0.7991666666666667,0.8425
B_corr,EXPLORATORY,30,0.7938888888888889,0.01681447864816066,0.013391167366184457,0.022603958877736766,0.7541666666666667,0.825
D_corr,EXPLORATORY,30,0.8158333333333333,0.009417925355812857,0.007500501045610369,0.01266066001277271,0.795,0.8358333333333333
