run_id,timestamp_utc,dataset_seed,dataset,arm,ansatz_level,dilution,rff_width,seed,lr,lr_grid,in_selection,val_accuracy,test_accuracy,train_accuracy,best_epoch,epochs_run,theta_displacement,wall_seconds
a7_20260821T203314Z,2026-08-21T20:33:58+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B,L1,linear,,1,0.001,0.001 0.003 0.01 0.03,True,0.765,0.7583333333333333,0.7469047904014587,42,72,0.0,2.703685163985938
a7_20260821T203314Z,2026-08-21T20:33:59+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B,L1,linear,,1,0.003,0.001 0.003 0.01 0.03,True,0.765,0.7566666666666667,0.7497618794441223,21,51,0.0,0.9116289389785379
a7_20260821T203314Z,2026-08-21T20:34:00+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B,L1,linear,,1,0.01,0.001 0.003 0.01 0.03,True,0.7766666666666666,0.7641666666666667,0.761904776096344,5,35,0.0,0.6239347460214049
a7_20260821T203314Z,2026-08-21T20:34:02+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B,L1,linear,,1,0.03,0.001 0.003 0.01 0.03,True,0.7933333333333333,0.7958333333333333,0.7878571152687073,63,93,0.0,1.644663558981847
a7_20260821T203314Z,2026-08-21T20:34:04+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B,L1,h2,,1,0.001,0.001 0.003 0.01 0.03,True,0.81,0.8058333333333333,0.7885714173316956,76,106,0.0,2.5545624559745193
a7_20260821T203314Z,2026-08-21T20:34:06+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B,L1,h2,,1,0.003,0.001 0.003 0.01 0.03,True,0.815,0.8066666666666666,0.7976190447807312,49,79,0.0,1.8926603110157885
a7_20260821T203314Z,2026-08-21T20:34:07+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B,L1,h2,,1,0.01,0.001 0.003 0.01 0.03,True,0.8133333333333334,0.81,0.7983333468437195,19,49,0.0,1.173947473987937
a7_20260821T203314Z,2026-08-21T20:34:08+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B,L1,h2,,1,0.03,0.001 0.003 0.01 0.03,True,0.8116666666666666,0.8083333333333333,0.7992857098579407,6,36,0.0,0.867289106012322
a7_20260821T203314Z,2026-08-21T20:34:12+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B,L1,h4,,1,0.001,0.001 0.003 0.01 0.03,True,0.8133333333333334,0.8083333333333333,0.7983333468437195,115,145,0.0,3.4999968699994497
a7_20260821T203314Z,2026-08-21T20:34:13+00:00,22,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,B,L1,h4,,1,0.003,0.001 0.003 0.01 0.03,True,0.8133333333333334,0.81,0.7964285612106323,24,54,0.0,1.3067275760113262
