run_id,timestamp_utc,dataset,dataset_hash,pca_hash,arm,ansatz_level,R,dilution,socket_params_nominal,socket_params_effective,head_params,seed,init_seed,init_spec_id,backend,shots,session_id,calibration_set_id,repeat_index,eval_subset_id,n_eval,split,accuracy,auc,macro_f1,train_accuracy,theta_displacement,grad_rms_start,grad_rms_end,epochs_run,best_epoch,wall_seconds,git_commit,env_hash,lr_selected,lr_grid,g1_margin,patience,max_epochs,feature_scale,rff_width,rff_omega_seed,used_feature_cache,ridge_accuracy,ridge_alpha_selected
a7_20260822T081428Z,2026-08-22T08:15:43+00:00,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,daf152204bbd72927ebe009bee77245588374523bc0144bb5e7d3d282686d97e,f087808ca635cff7ff23816ed69bcf872092e3ee826c2b73a96b833594ccb0d5,D_best,,2.0,linear,192,,33,1,0xebbfbc7ed33e45eb,RFF-int-spectrum-U0-2pi,pennylane,,,,0,test_full,1200,test,0.8091666666666667,0.8551226045973945,0.8060963915441657,0.7904762029647827,0.0,0.0678190530165529,0.0342449867516532,33,3,25.7736997739994,unknown,56488e26fdba,0.03,0.001 0.003 0.01 0.03,0.0458333333333333,30,300,1.0,32.0,0xebbfbc7ed33e45eb,True,0.8133333333333334,1.0
a7_20260822T081428Z,2026-08-22T08:15:43+00:00,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,daf152204bbd72927ebe009bee77245588374523bc0144bb5e7d3d282686d97e,f087808ca635cff7ff23816ed69bcf872092e3ee826c2b73a96b833594ccb0d5,D_best,,2.0,linear,192,,33,1,0xebbfbc7ed33e45eb,RFF-int-spectrum-U0-2pi,pennylane,,,,0,val_full,600,val,0.82,0.8559975982921189,0.8189357445429245,0.7904762029647827,0.0,0.0678190530165529,0.0342449867516532,33,3,25.7736997739994,unknown,56488e26fdba,0.03,0.001 0.003 0.01 0.03,0.0458333333333333,30,300,1.0,32.0,0xebbfbc7ed33e45eb,True,0.8083333333333333,1.0
a7_20260822T081428Z,2026-08-22T08:15:43+00:00,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,daf152204bbd72927ebe009bee77245588374523bc0144bb5e7d3d282686d97e,f087808ca635cff7ff23816ed69bcf872092e3ee826c2b73a96b833594ccb0d5,D_best,,2.0,linear,192,,33,2,0xd5a39cfa401411b8,RFF-int-spectrum-U0-2pi,pennylane,,,,0,test_full,1200,test,0.8133333333333334,0.8456854964207905,0.8109763129692189,0.8014285564422607,0.0,0.0552008051146638,0.0225296926334627,32,2,25.84547224099515,unknown,56488e26fdba,0.03,0.001 0.003 0.01 0.03,0.0458333333333333,30,300,1.0,32.0,0xd5a39cfa401411b8,True,0.8158333333333333,1e-06
a7_20260822T081428Z,2026-08-22T08:15:43+00:00,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,daf152204bbd72927ebe009bee77245588374523bc0144bb5e7d3d282686d97e,f087808ca635cff7ff23816ed69bcf872092e3ee826c2b73a96b833594ccb0d5,D_best,,2.0,linear,192,,33,2,0xd5a39cfa401411b8,RFF-int-spectrum-U0-2pi,pennylane,,,,0,val_full,600,val,0.82,0.8488925458103541,0.8194201379986846,0.8014285564422607,0.0,0.0552008051146638,0.0225296926334627,32,2,25.84547224099515,unknown,56488e26fdba,0.03,0.001 0.003 0.01 0.03,0.0458333333333333,30,300,1.0,32.0,0xd5a39cfa401411b8,True,0.8,1e-06
a7_20260822T081428Z,2026-08-22T08:15:44+00:00,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,daf152204bbd72927ebe009bee77245588374523bc0144bb5e7d3d282686d97e,f087808ca635cff7ff23816ed69bcf872092e3ee826c2b73a96b833594ccb0d5,D_best,,2.0,linear,768,,129,2,0xd8c4a76812405ef6,RFF-int-spectrum-U0-2pi,pennylane,,,,0,test_full,1200,test,0.8483333333333334,0.8948551642879374,0.8471406054463858,0.8278571367263794,0.0,0.0801184015479902,0.054514190227505,66,36,26.56276142100978,unknown,56488e26fdba,0.01,0.001 0.003 0.01 0.03,0.0458333333333333,30,300,1.0,128.0,0xd8c4a76812405ef6,True,0.8333333333333334,1e-06
a7_20260822T081428Z,2026-08-22T08:15:44+00:00,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,daf152204bbd72927ebe009bee77245588374523bc0144bb5e7d3d282686d97e,f087808ca635cff7ff23816ed69bcf872092e3ee826c2b73a96b833594ccb0d5,D_best,,2.0,linear,768,,129,2,0xd8c4a76812405ef6,RFF-int-spectrum-U0-2pi,pennylane,,,,0,val_full,600,val,0.8433333333333334,0.8800591531755915,0.8431590656284761,0.8278571367263794,0.0,0.0801184015479902,0.054514190227505,66,36,26.56276142100978,unknown,56488e26fdba,0.01,0.001 0.003 0.01 0.03,0.0458333333333333,30,300,1.0,128.0,0xd8c4a76812405ef6,True,0.8333333333333334,1e-06
a7_20260822T081428Z,2026-08-22T08:15:44+00:00,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,daf152204bbd72927ebe009bee77245588374523bc0144bb5e7d3d282686d97e,f087808ca635cff7ff23816ed69bcf872092e3ee826c2b73a96b833594ccb0d5,D_best,,2.0,linear,768,,129,3,0x78af1d83bb727726,RFF-int-spectrum-U0-2pi,pennylane,,,,0,test_full,1200,test,0.8508333333333333,0.903327997865813,0.8496378498212525,0.8330952525138855,0.0,0.0734171431783987,0.048114198291244,78,48,26.738217139005428,unknown,56488e26fdba,0.01,0.001 0.003 0.01 0.03,0.0458333333333333,30,300,1.0,128.0,0x78af1d83bb727726,True,0.825,0.01
a7_20260822T081428Z,2026-08-22T08:15:44+00:00,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,daf152204bbd72927ebe009bee77245588374523bc0144bb5e7d3d282686d97e,f087808ca635cff7ff23816ed69bcf872092e3ee826c2b73a96b833594ccb0d5,D_best,,2.0,linear,768,,129,3,0x78af1d83bb727726,RFF-int-spectrum-U0-2pi,pennylane,,,,0,val_full,600,val,0.8466666666666667,0.8901552214908379,0.8464209401709402,0.8330952525138855,0.0,0.0734171431783987,0.048114198291244,78,48,26.738217139005428,unknown,56488e26fdba,0.01,0.001 0.003 0.01 0.03,0.0458333333333333,30,300,1.0,128.0,0x78af1d83bb727726,True,0.8333333333333334,0.01
a7_20260822T081428Z,2026-08-22T08:15:44+00:00,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,daf152204bbd72927ebe009bee77245588374523bc0144bb5e7d3d282686d97e,f087808ca635cff7ff23816ed69bcf872092e3ee826c2b73a96b833594ccb0d5,D_best,,2.0,linear,3072,,513,2,0x1b8ef9557b42386b,RFF-int-spectrum-U0-2pi,pennylane,,,,0,test_full,1200,test,0.8516666666666667,0.9024554266150904,0.8502674996354826,0.8330952525138855,0.0,0.0865855354206878,0.0548678890570187,66,36,26.77478357500513,unknown,56488e26fdba,0.003,0.001 0.003 0.01 0.03,0.0458333333333333,30,300,1.0,512.0,0x1b8ef9557b42386b,True,0.845,0.0001
a7_20260822T081428Z,2026-08-22T08:15:44+00:00,hyperplanes_n_features20_n_hyperplanes3_dim_hyperplanes5_seed22,daf152204bbd72927ebe009bee77245588374523bc0144bb5e7d3d282686d97e,f087808ca635cff7ff23816ed69bcf872092e3ee826c2b73a96b833594ccb0d5,D_best,,2.0,linear,3072,,513,2,0x1b8ef9557b42386b,RFF-int-spectrum-U0-2pi,pennylane,,,,0,val_full,600,val,0.8483333333333334,0.8893880092510229,0.8481473137927295,0.8330952525138855,0.0,0.0865855354206878,0.0548678890570187,66,36,26.77478357500513,unknown,56488e26fdba,0.003,0.001 0.003 0.01 0.03,0.0458333333333333,30,300,1.0,512.0,0x1b8ef9557b42386b,True,0.85,0.0001
